2016-10-06,22:29:07,in,117,"Alright, I've swallowed my pride... The windows phone's been decommissioned. How'd the symposium/workshop go today?",0.112861,0.059553,0.230281,0.323289,0.304111,0.0,0.0,0.0,0.004253,0.15297,0.06728,0.084001,0.577017
2016-10-06,22:38:06,out,21,Good. Can I call you?,0.026118,0.010614,0.030934,0.830164,0.073861,0.0,0.0,0.0,0.391547,0.290335,0.473264,0.74262,0.750603
2016-10-06,22:41:38,in,93,I think so - I'm not 100% sure my plan applies yet so I don't know how many minutes I'll have,0.088815,0.053487,0.171152,0.045502,0.326219,0.0,0.0,0.293422,0.01518,0.309816,0.011742,0.857096,0.040969
2016-10-06,22:42:27,out,50,We could skype/google video chat if that is better,0.074838,0.013325,0.019483,0.346713,0.149566,0.735673,0.0,0.822231,0.124944,0.45077,0.697617,0.568179,0.85613
2016-10-06,22:43:06,in,49,It's okay - I should test out the calling anyways,0.078857,0.079581,0.269837,0.094294,0.314257,0.0,0.0,0.0,0.479656,0.785089,0.015031,0.454695,0.609771
2016-10-07,11:05:50,out,32,Hey poster sail ends at 6 right?,0.119865,0.062686,0.068291,0.270616,0.132083,0.0,0.0,0.0,0.817781,0.373775,0.728165,0.794433,0.331409
2016-10-07,11:23:16,in,15,Ends at 5 today,0.082679,0.028811,0.182153,0.329033,0.45173,0.0,0.0,0.0,0.158262,0.275387,0.520164,0.607286,0.227672
2016-10-07,11:31:51,in,56,Anything specific that you'd like me to pick up for you?,0.086521,0.051003,0.050201,0.110099,0.021818,0.944551,0.0,0.91168,0.583127,0.729653,0.944159,0.934204,0.713295
2016-10-07,11:37:01,out,8,Shoot...,0.931034,0.0,0.931034,0.0,0.0,0.0,0.0,0.0,0.294506,0.274434,0.54332,0.599483,0.292906
2016-10-07,11:37:59,out,87,"A large world map, with details so children would be able to find where they are from",0.04253,0.027851,0.031636,0.286142,0.076283,0.0,0.0,0.0,0.937099,0.706297,0.548726,0.957586,0.594726
2016-10-07,11:42:45,in,50,Alright - stylish or standard (or doesn't matter)?,0.082158,0.037512,0.032642,0.083606,0.121871,0.358523,0.0,0.990161,0.623249,0.269129,0.580941,0.531076,0.440249
2016-10-07,12:11:34,out,16,Standard I think,0.132766,0.097741,0.073146,0.083599,0.23136,0.967163,0.0,0.0,0.400971,0.240746,0.423786,0.546284,0.291983
2016-10-08,12:02:47,out,20,When does psc start?,0.099542,0.030208,0.310155,0.272434,0.106081,0.0,0.0,0.0,0.117981,0.217832,0.360316,0.292812,0.385967
2016-10-08,12:03:48,in,48,I think 12 normally... I won't be there til 1ish,0.098327,0.298556,0.426929,0.135656,0.094929,0.857009,0.0,0.0,0.002688,0.088786,0.022884,0.550413,0.011142
2016-10-08,12:09:19,out,14,Ahhh tisk tisk,0.01416,0.009115,0.294105,0.405712,0.017412,0.0,0.0,0.0,0.2654,0.274435,0.54333,0.599484,0.29258
2016-10-08,12:14:53,in,54,You can't tisk me if you didn't even know when it was!,0.106963,0.048966,0.071925,0.158252,0.452155,0.842108,0.0,0.75152,0.012141,0.526906,0.34483,0.653865,0.301227
2016-10-08,12:17:31,out,42,...ya I won't be there till one either lol,0.071056,0.0165,0.231509,0.535208,0.207056,0.0,0.0,0.0,0.010606,0.401776,0.0473,0.588632,0.346527
2016-10-09,11:52:02,out,153,"Easy: when and why to use git, getting started, and basic use cases. Hard: how to use git-best practices, maintaining trees, and continues integration.",0.040028,0.031373,0.027091,0.484811,0.090186,0.0,0.0,0.0,0.025484,0.188012,0.588032,0.107787,0.675948
2016-10-09,11:52:17,out,20,How does that sound?,0.0,0.0,0.0,0.880435,0.0,0.0,0.0,0.0,0.568988,0.236809,0.493807,0.602896,0.506115
2016-10-09,11:52:32,out,30,Also Sunday has been confirmed,0.003109,0.006645,0.030566,0.547661,0.03006,0.970179,0.0,0.0,0.404757,0.289741,0.498724,0.590745,0.169349
